name;country
lainez;Honduras
lanza;Honduras
lara;Honduras
osman;Iraq
rad;Iran
smadi;Jordan
ando;Japan
behbehani;Kuwait
jenkins;Liberia
wright;Liberia
linn;Myanmar [Burma]
garrido;Nicaragua
valle;Nicaragua
khan;Norway
khan;New Zealand
acosta;Panama
mendez;Panama
kumar;Qatar
al;Saudi Arabia
amer;Saudi Arabia
saleem;Saudi Arabia
sayed;Saudi Arabia
turki;Saudi Arabia
sane;Senegal
aguirre;El Salvador
granados;El Salvador
guardado;El Salvador
williams;Trinidad and Tobago
boyko;Ukraine
fedorov;Ukraine
aguirre;Uruguay
barrios;Uruguay
flores;Uruguay
khang;Vietnam
saif;United Arab Emirates
azimi;Afghanistan
francisco;Angola
mohammed;Bahrain
evans;Bermuda
cuellar;Bolivia
gomez;Bolivia
vasquez;Bolivia
gonzalez;Switzerland
jones;Switzerland
suter;Switzerland
johnson;Cameroon
wilson;Cameroon
alvarez;Cuba
blazek;Czech Republic
kowalczyk;Czech Republic
munk;Denmark
riis;Denmark
schou;Denmark
abdi;Ethiopia
kangas;Finland
oksanen;Finland
papageorgiou;Greece
fong;Hong Kong
smith;Hong Kong
pavlovic;Croatia
golan;Israel
jalal;Iraq
khaled;Iraq
taylor;Jersey
ibrahim;Jordan
jordan;Jordan
fujii;Japan
nakayama;Japan
takeda;Japan
ueda;Japan
won;South Korea
alsaleh;Kuwait
ibrahim;Kuwait
fawaz;Lebanon
hamdan;Lebanon
tazi;Morocco
sevilla;Nicaragua
bailey;New Zealand
harrison;New Zealand
barria;Panama
solis;Panama
ibrahim;Qatar
radojevic;Serbia
radosavljevic;Serbia
alomari;Saudi Arabia
alturki;Saudi Arabia
hussein;Saudi Arabia
muhammad;Saudi Arabia
hashim;Sudan
chan;Thailand
thai;Thailand
msuya;Tanzania
barreto;Uruguay
moore;Saint Vincent
khoa;Vietnam
thao;Vietnam
khan;Kosovo
bhatia;United Arab Emirates
saad;United Arab Emirates
hofmann;Austria
agayev;Azerbaijan
martin;Bermuda
camacho;Bolivia
justiniano;Bolivia
villarroel;Bolivia
kohler;Switzerland
kunz;Switzerland
lehmann;Switzerland
marti;Switzerland
souleymane;Ivory Coast
sedlacek;Czech Republic
mohsen;Algeria
halonen;Finland
heiskanen;Finland
jaaskelainen;Finland
pesonen;Finland
vukovic;Croatia
gunnarsson;Iceland
jonsdottir;Iceland
wilson;Jersey
harada;Japan
kaneko;Japan
rathnayake;Sri Lanka
parker;Liberia
moe;Myanmar [Burma]
cano;Nicaragua
mayorga;Nicaragua
urbina;Nicaragua
arnesen;Norway
knudsen;Norway
sandvik;Norway
hunt;New Zealand
shaw;New Zealand
avila;Panama
mohammed;Qatar
velickovic;Serbia
hamad;Saudi Arabia
mustafa;Saudi Arabia
rahman;Saudi Arabia
suliman;Saudi Arabia
babiker;Sudan
abdallah;Tanzania
ivanova;Ukraine
fedorova;Ukraine
alonso;Uruguay
muniz;Uruguay
quyen;Vietnam
jamal;United Arab Emirates
hamidi;Afghanistan
mangal;Afghanistan
sediqi;Afghanistan
hajiyev;Azerbaijan
huseynli;Azerbaijan
mamedova;Azerbaijan
delic;Bosnia and Herzegovina
davis;Bulgaria
martins;Switzerland
maurer;Switzerland
doumbia;Ivory Coast
fiala;Czech Republic
bang;Denmark
mulugeta;Ethiopia
seid;Ethiopia
nyman;Finland
antoniou;Greece
tan;Hong Kong
tal;Israel
jasim;Iraq
sung;South Korea
ghanem;Lebanon
masri;Lebanon
kelly;Liberia
luna;Nicaragua
sandoval;Nicaragua
velasquez;Nicaragua
danielsen;Norway
evensen;Norway
sivertsen;Norway
mcdonald;New Zealand
murray;New Zealand
rose;New Zealand
ryan;New Zealand
sagna;Senegal
maxamed;Somalia
abidi;Tunisia
simon;Tanzania
klimenko;Ukraine
kovaleva;Ukraine
kozlov;Ukraine
nikitin;Ukraine
nikolaeva;Ukraine
ivan;Uganda
molina;Uruguay
ortiz;Uruguay
thomas;Saint Vincent
thompson;Saint Vincent
oanh;Vietnam
phat;Vietnam
brown;United Arab Emirates
khalifa;United Arab Emirates
avetisyan;Armenia
sahakyan;Armenia
krenn;Austria
hadzic;Bosnia and Herzegovina
jones;Bulgaria
marinova;Bulgaria
abdulla;Bahrain
johnson;Bermuda
scott;Bermuda
castro;Bolivia
perez;Belize
evans;Cameroon
michael;Cyprus
krejci;Czech Republic
muller;Czech Republic
vanek;Czech Republic
bak;Denmark
salem;Algeria
berhanu;Ethiopia
paananen;Finland
tikkanen;Finland
ip;Hong Kong
man;Iraq
muhamad;Iraq
zebari;Iraq
farahani;Iran
nasiri;Iran
morita;Japan
shim;South Korea
fakih;Lebanon
kassem;Lebanon
myo;Myanmar [Burma]
aleman;Nicaragua
cabrera;Nicaragua
salazar;Nicaragua
soto;Nicaragua
myhre;Norway
allen;New Zealand
sharma;New Zealand
arias;Panama
elmi;Somalia
julius;Tanzania
lyimo;Tanzania
massawe;Tanzania
egorova;Ukraine
mixajlov;Ukraine
pavlenko;Ukraine
rudenko;Ukraine
paul;Uganda
herrera;Uruguay
duc;Vietnam
kelmendi;Kosovo
mustafa;Kosovo
mutale;Zambia
joseph;United Arab Emirates
martins;Afghanistan
kaufmann;Austria
kern;Austria
hasanova;Azerbaijan
traore;Burkina Faso
salazar;Bolivia
christen;Switzerland
adama;Ivory Coast
ahmed;Cameroon
green;Cameroon
bartos;Czech Republic
abdou;Algeria
andersson;Finland
hakkinen;Finland
ranta;Finland
robinson;Georgia
nikolaou;Greece
papa;Greece
riyadh;Iraq
mohammed;Jordan
tamura;Japan
azar;Lebanon
yassine;Lebanon
howard;Liberia
murphy;Liberia
agius;Malta
contreras;Nicaragua
hanssen;Norway
hughes;New Zealand
murphy;New Zealand
richards;New Zealand
kumar;Oman
bernal;Panama
castro;Panama
omar;Palestine
horvat;Slovenia
sassi;Tunisia
george;Tanzania
jackson;Tanzania
mussa;Tanzania
savchenko;Ukraine
kolesnik;Ukraine
nikitina;Ukraine
nikolaev;Ukraine
savcenko;Ukraine
isaac;Uganda
kien;Vietnam
phung;Vietnam
thinh;Vietnam
mpofu;Zimbabwe
shumba;Zimbabwe
hameed;United Arab Emirates
salah;United Arab Emirates
syed;United Arab Emirates
carvalho;Afghanistan
shirzad;Afghanistan
mkrtchyan;Armenia
neto;Angola
riegler;Austria
pavlov;Bulgaria
vasileva;Bulgaria
clarke;Bermuda
phillips;Bermuda
robinson;Bermuda
hofer;Switzerland
diarra;Ivory Coast
turner;Cameroon
wright;Cameroon
souza;Cape Verde
navratil;Czech Republic
polak;Czech Republic
bjerregaard;Denmark
fischer;Denmark
hedegaard;Denmark
kjeldsen;Denmark
essam;Algeria
tilahun;Ethiopia
karlsson;Finland
k;Greece
majid;Iraq
alavi;Iran
mahmoudi;Iran
almasri;Jordan
tarawneh;Jordan
brown;Japan
takada;Japan
hayek;Lebanon
khaled;Lebanon
zein;Lebanon
rodriguez;Liberia
mohammed;Morocco
yassine;Morocco
caruana;Malta
sammut;Malta
alvarado;Nicaragua
marin;Nicaragua
mora;Nicaragua
kristensen;Norway
alabri;Oman
salazar;Panama
hussein;Sudan
szabo;Slovakia
said;Somalia
cherif;Tunisia
joseph;Trinidad and Tobago
frolova;Ukraine
fagundez;Uruguay
duyen;Vietnam
hanh;Vietnam
habib;United Arab Emirates
jan;United Arab Emirates
zazai;Afghanistan
sommer;Austria
alizade;Azerbaijan
ibrahimov;Azerbaijan
wilson;Bulgaria
lewis;Bermuda
stewart;Bermuda
bucher;Switzerland
constantinou;Cyprus
hjorth;Denmark
lassen;Denmark
bel;Algeria
haddad;Algeria
mansour;Algeria
johansson;Finland
karkkainen;Finland
keranen;Finland
lappalainen;Finland
leino;Finland
papadimitriou;Greece
tomic;Croatia
haji;Iraq
kadhim;Iraq
nouri;Iran
rivera;Jersey
mahmoud;Jordan
takagi;Japan
mahmoud;Kuwait
phillips;Liberia
hassan;Morocco
maung;Myanmar [Burma]
bermudez;Nicaragua
chavez;Nicaragua
lara;Nicaragua
solis;Nicaragua
cameron;New Zealand
jaen;Panama
pinzon;Panama
smith;Panama
mahmoud;Sudan
mamadou;Senegal
ahmed;Syria
chi;Taiwan
fang;Taiwan
aleksandrova;Ukraine
sergeeva;Ukraine
shevcuk;Ukraine
martin;Saint Vincent
thang;Vietnam
almansoori;United Arab Emirates
hussein;United Arab Emirates
osman;United Arab Emirates
almeida;Angola
ortner;Austria
riedl;Austria
baker;Bermuda
roberts;Bermuda
mendez;Bolivia
torrez;Bolivia
buhler;Switzerland
egli;Switzerland
thomas;Cameroon
lima;Cape Verde
rodrigues;Cape Verde
christodoulou;Cyprus
stanek;Czech Republic
overgaard;Denmark
niskanen;Finland
rinne;Finland
king;Georgia
alexiou;Greece
chau;Hong Kong
mok;Hong Kong
charles;Haiti
adil;Iraq
sami;Iraq
hamada;Japan
matsui;Japan
cha;South Korea
alharbi;Kuwait
khaled;Kuwait
chahine;Lebanon
hijazi;Lebanon
jaafar;Lebanon
kamara;Liberia
richardson;Liberia
med;Morocco
paing;Myanmar [Burma]
sai;Myanmar [Burma]
rios;Nicaragua
tellez;Nicaragua
abbas;Sudan
balaz;Slovakia
novak;Slovakia
adam;Somalia
omary;Tanzania
marchenko;Ukraine
alekseeva;Ukraine
grigorev;Ukraine
egorov;Ukraine
morozova;Ukraine
bao;Vietnam
chu;Vietnam
tram;Vietnam
hasani;Kosovo
jones;Zimbabwe
bilal;United Arab Emirates
martirosyan;Armenia
hammer;Austria
suleymanov;Azerbaijan
martin;Bulgaria
stefanov;Bulgaria
thompson;Bermuda
wright;Bermuda
espinoza;Bolivia
pfister;Switzerland
sanchez;Switzerland
soro;Ivory Coast
antoniou;Cyprus
nguyen;Czech Republic
bundgaard;Denmark
smith;Denmark
anderson;Georgia
hall;Georgia
sidibe;Guinea
makris;Greece
yau;Hong Kong
bar;Israel
friedman;Israel
nasser;Iraq
tariq;Iraq
abdollahi;Iran
lotfi;Iran
mahdavi;Iran
kojima;Japan
miyamoto;Japan
ozawa;Japan
saab;Lebanon
sfeir;Lebanon
campbell;Liberia
guindo;Mali
dominguez;Nicaragua
jarquin;Nicaragua
gulbrandsen;Norway
simonsen;Norway
fraser;New Zealand
kumar;New Zealand
thomson;New Zealand
ahmad;Oman
bonilla;Panama
campos;Panama
cordoba;Panama
guevara;Panama
hassan;Palestine
almarri;Qatar
hussain;Qatar
wong;Thailand
riahi;Tunisia
hong;Taiwan
tang;Taiwan
white;Ukraine
alekseev;Ukraine
demcenko;Ukraine
zajseva;Ukraine
orlova;Ukraine
pavlov;Ukraine
romanov;Ukraine
sidorenko;Ukraine
jakovlev;Ukraine
rey;Uruguay
rios;Uruguay
anderson;Saint Vincent
kastrati;Kosovo
ngoma;Zambia
zimba;Zambia
fernandes;United Arab Emirates
faizi;Afghanistan
samim;Afghanistan
marques;Angola
strobl;Austria
vienna;Austria
yilmaz;Austria
jafarov;Azerbaijan
popova;Bulgaria
yordanova;Bulgaria
clark;Bermuda
cooper;Bermuda
green;Bermuda
hall;Bermuda
king;Bermuda
aguilar;Bolivia
duran;Bolivia
hurtado;Bolivia
torrico;Bolivia
fernandez;Switzerland
diomande;Ivory Coast
davis;Cameroon
alves;Cape Verde
charalambous;Cyprus
kriz;Czech Republic
lewandowski;Czech Republic
liska;Czech Republic
stepanek;Czech Republic
dam;Denmark
lange;Denmark
sommer;Denmark
atef;Algeria
jemal;Ethiopia
chong;Hong Kong
knezevic;Croatia
simic;Croatia
louis;Haiti
jalali;Iran
zarei;Iran
salameh;Jordan
hirano;Japan
ota;Japan
jun;South Korea
alghanim;Kuwait
saleh;Kuwait
awad;Lebanon
awada;Lebanon
mrad;Lebanon
salameh;Lebanon
matthews;Liberia
morgan;Liberia
murray;Liberia
sullivan;Liberia
jansons;Latvia
dicko;Mali
blandon;Nicaragua
chavarria;Nicaragua
berntsen;Norway
eilertsen;Norway
johnston;New Zealand
stevens;New Zealand
calderon;Panama
guerrero;Panama
saldana;Panama
alhajri;Qatar
hossain;Qatar
siddig;Sudan
keita;Senegal
mohammed;Somalia
abbas;Syria
za;Thailand
ali;Trinidad and Tobago
moroz;Ukraine
rodriguez;Ukraine
olejnik;Ukraine
orlov;Ukraine
semenov;Ukraine
semenova;Ukraine
castillo;Uruguay
hyseni;Kosovo
mwila;Zambia
ibrahimi;Afghanistan
dervishi;Albania
lleshi;Albania
ghazaryan;Armenia
alves;Angola
pereira;Angola
babayeva;Azerbaijan
zeynalov;Azerbaijan
kostadinov;Bulgaria
kostov;Bulgaria
peterson;Bulgaria
cruz;Bolivia
abdoulaye;Ivory Coast
camara;Ivory Coast
lee;Cameroon
martin;Cameroon
beranek;Czech Republic
sykora;Czech Republic
frost;Denmark
samy;Algeria
thompson;Georgia
ayad;Iraq
falah;Iraq
khalaf;Iraq
muhammed;Iraq
rashid;Iraq
rajabi;Iran
soleimani;Iran
hassan;Jordan
hussein;Jordan
khaled;Jordan
fujimoto;Japan
kawasaki;Japan
wang;Japan
yamanaka;Japan
joo;South Korea
alansari;Kuwait
alazmi;Kuwait
abbas;Lebanon
daou;Lebanon
mahmoud;Lebanon
rajapaksha;Sri Lanka
butler;Liberia
james;Liberia
stewart;Liberia
morocco;Morocco
rachid;Morocco
centeno;Nicaragua
zeledon;Nicaragua
isaksen;Norway
morningstar;Norway
armstrong;New Zealand
hamilton;New Zealand
macdonald;New Zealand
mckenzie;New Zealand
al-balushi;Oman
cruz;Panama
marin;Panama
omar;Sudan
coulibaly;Senegal
dione;Senegal
mendy;Senegal
black;Ukraine
popov;Ukraine
zaxarova;Ukraine
frolov;Ukraine
ali;Uganda
nsubuga;Uganda
montero;Uruguay
bajrami;Kosovo
kryeziu;Kosovo
noorzai;Afghanistan
gjoka;Albania
antonio;Angola
hausser;Austria
schober;Austria
borisov;Bulgaria
allen;Bermuda
anderson;Bermuda
herrera;Bolivia
jimenez;Bolivia
ramos;Bolivia
martinez;Belize
fuchs;Switzerland
khan;Switzerland
lang;Switzerland
stalder;Switzerland
wenger;Switzerland
wolf;Switzerland
ziegler;Switzerland
sanogo;Ivory Coast
andreou;Cyprus
dalsgaard;Denmark
hoffmann;Denmark
jessen;Denmark
storm;Denmark
sogaard;Denmark
abdallah;Algeria
ebrahim;Algeria
hamed;Algeria
king;Algeria
nina;Algeria
ayalew;Ethiopia
abdoulaye;Guinea
ousmane;Guinea
yan;Hong Kong
alani;Iraq
azad;Iraq
hamid;Iraq
khalili;Iran
reza;Iran
alkhateeb;Jordan
akiyama;Japan
miyazaki;Japan
mohammad;Kuwait
bitar;Lebanon
edwards;Liberia
ford;Liberia
powell;Liberia
al;Libya
youssef;Morocco
sylla;Mali
nunez;Nicaragua
zuniga;Nicaragua
bieber;Norway
brekke;Norway
mills;New Zealand
samudio;Panama
hamdan;Palestine
salah;Palestine
saeed;Sudan
lukac;Slovakia
mbodj;Senegal
girl;Thailand
belova;Ukraine
zajsev;Ukraine
makarov;Ukraine
petrenko;Ukraine
jakovleva;Ukraine
okello;Uganda
arias;Uruguay
iglesias;Uruguay
rojas;Uruguay
hassan;Kosovo
mehmeti;Kosovo
sarwari;Afghanistan
ribeiro;Angola
horvath;Austria
jager;Austria
neubauer;Austria
wieser;Austria
musayev;Azerbaijan
moore;Bulgaria
jackson;Bermuda
lopes;Switzerland
bakayoko;Ivory Coast
emmanuel;Ivory Coast
davies;Cameroon
torres;Cuba
petr;Czech Republic
prokop;Czech Republic
vlcek;Czech Republic
bjerre;Denmark
alger;Algeria
wael;Algeria
belay;Ethiopia
worku;Ethiopia
ioannidis;Greece
papanikolaou;Greece
juric;Croatia
petrovic;Croatia
mirzaei;Iran
rashidi;Iran
anderson;Jersey
garcia;Jersey
kubo;Japan
murata;Japan
nagai;Japan
yoshimura;Japan
dagher;Lebanon
maalouf;Lebanon
obeid;Lebanon
wijesinghe;Sri Lanka
rogers;Liberia
ozola;Latvia
said;Morocco
hein;Myanmar [Burma]
eliassen;Norway
naiss;Norway
ronning;Norway
gibson;New Zealand
madrid;Panama
jamal;Palestine
nassar;Palestine
yousef;Palestine
store;Sudan
beye;Senegal
tan;Thailand
wee;Thailand
arfaoui;Tunisia
ma;Taiwan
salum;Tanzania
k;Ukraine
kim;Ukraine
kuzmenko;Ukraine
stepanova;Ukraine
bolso;Uruguay
velazquez;Uruguay
osmani;Kosovo
rama;Kosovo
shabani;Kosovo
makoni;Zimbabwe
nyoni;Zimbabwe
hussain;Afghanistan
tanha;Afghanistan
albania;Albania
kurti;Albania
dias;Angola
martins;Angola
monteiro;Angola
bohm;Austria
ebner;Austria
holzer;Austria
stadler;Austria
halilovic;Bosnia and Herzegovina
campbell;Bermuda
davis;Bermuda
edwards;Bermuda
thomas;Bermuda
montano;Bolivia
diaz;Belize
hernandez;Belize
fernandes;Switzerland
perez;Switzerland
gomes;Cape Verde
demetriou;Cyprus
kolar;Czech Republic
algerie;Algeria
eddine;Algeria
salim;Algeria
collins;Georgia
athanasiou;Greece
sun;Hong Kong
to;Hong Kong
bozic;Croatia
levin;Israel
alotaibi;Iraq
ammar;Iraq
queen;Iraq
naderi;Iran
tavakoli;Iran
gonzalez;Jersey
iwasaki;Japan
official;Japan
sakurai;Japan
gamal;Kuwait
ivanov;Kazakhstan
atallah;Lebanon
farah;Lebanon
halabi;Lebanon
hussein;Lebanon
nader;Lebanon
nanayakkara;Sri Lanka
barnes;Liberia
marie;Liberia
lahlou;Morocco
jovanovski;Macedonia
samake;Mali
fenech;Malta
ali;Norway
saither;Norway
fox;New Zealand
kennedy;New Zealand
richardson;New Zealand
alamri;Oman
islam;Qatar
suliman;Sudan
diene;Senegal
rassoul;Senegal
mohamoud;Somalia
somali;Somalia
mahmoud;Syria
garcia;Trinidad and Tobago
fu;Taiwan
ko;Taiwan
adam;Tanzania
agaba;Uganda
pro;Uganda
de souza;Uruguay
lemos;Uruguay
vidal;Uruguay
jashari;Kosovo
banda;Zimbabwe
smith;Zimbabwe
amini;Afghanistan
kola;Albania
zimmermann;Austria
simeonov;Bulgaria
taylor;Bulgaria
carter;Bermuda
mitchell;Bermuda
cespedes;Bolivia
choque;Bolivia
molina;Bolivia
quispe;Bolivia
ruiz;Bolivia
alves;Switzerland
vogel;Switzerland
keita;Ivory Coast
sylla;Ivory Coast
khan;Cameroon
gomez;Cuba
pereira;Cape Verde
dvorakova;Czech Republic
janda;Czech Republic
kowalska;Czech Republic
wisniewski;Czech Republic
hermansen;Denmark
lykke;Denmark
brahimi;Algeria
nour;Algeria
said;Algeria
sofiane;Algeria
taha;Algeria
tsegaye;Ethiopia
hung;Hong Kong
rasheed;Iraq
bayat;Iran
esmaeili;Iran
norouzi;Iran
king;Jersey
white;Jersey
an;South Korea
sun;South Korea
barakat;Lebanon
kumar;Sri Lanka
coleman;Liberia
freeman;Liberia
marshall;Liberia
watson;Liberia
mon;Myanmar [Burma]
norge;Norway
nygaard;Norway
thomassen;Norway
ellis;New Zealand
harvey;New Zealand
matthews;New Zealand
chavez;Panama
contreras;Panama
jaber;Palestine
hamid;Sudan
ousmane;Senegal
sakho;Senegal
haji;Somalia
tarimo;Tanzania
emmanuel;Uganda
jackson;Saint Vincent
ahmeti;Kosovo
aryan;Afghanistan
hotak;Afghanistan
malik;Afghanistan
gjoni;Albania
poghosyan;Armenia
cardoso;Angola
hager;Austria
resch;Austria
mehdiyev;Azerbaijan
olson;Bulgaria
stefanova;Bulgaria
parker;Bermuda
rolle;Bahamas
hartmann;Switzerland
sangare;Ivory Coast
harris;Cameroon
krawczyk;Czech Republic
kucerova;Czech Republic
mach;Czech Republic
maly;Czech Republic
sevcik;Czech Republic
bella;Algeria
bou;Algeria
mohamed;Ethiopia
shiferaw;Ethiopia
carter;Georgia
martin;Georgia
diakite;Guinea
st;Greece
hamza;Iraq
raheem;Iraq
talib;Iraq
waleed;Iraq
azimi;Iran
fallah;Iran
habibi;Iran
mansouri;Iran
magnusson;Iceland
moore;Jersey
thompson;Jersey
ababneh;Jordan
alkhatib;Jordan
awwad;Jordan
jaradat;Jordan
mansour;Jordan
khan;South Korea
kwak;South Korea
almulla;Kuwait
fadel;Lebanon
semaan;Lebanon
peiris;Sri Lanka
martinez;Liberia
abdo;Libya
saad;Libya
petrovski;Macedonia
stojanovski;Macedonia
hunter;New Zealand
ashour;Palestine
ibrahima;Senegal
wong;Taiwan
david;Tanzania
ronald;Uganda
aguiar;Uruguay
robinson;Saint Vincent
mwamba;Zambia
balla;Albania
lima;Burkina Faso
clark;Bulgaria
ivanova;Belarus
arnold;Switzerland
egger;Switzerland
koller;Switzerland
thomas;Switzerland
walter;Switzerland
weiss;Switzerland
carter;Cameroon
clarke;Cameroon
edwards;Cameroon
castro;Cuba
dusek;Czech Republic
simek;Czech Republic
schultz;Denmark
na;Algeria
zaki;Algeria
ayele;Ethiopia
mesfin;Ethiopia
beadles;Georgia
scott;Georgia
jalloh;Guinea
moussa;Guinea
ko;Hong Kong
jukic;Croatia
peric;Croatia
gardi;Iraq
love;Iraq
afshar;Iran
hosein;Iran
ramezani;Iran
shahbazi;Iran
lopez;Jersey
murphy;Jersey
alqudah;Jordan
salah;Jordan
khalife;Lebanon
esposito;Luxembourg
ibrahim;Libya
hicham;Morocco
jovanovska;Macedonia
htun;Myanmar [Burma]
myint;Myanmar [Burma]
thant;Myanmar [Burma]
birkeland;Norway
myklebust;Norway
wang;New Zealand
aljabri;Oman
mohamed;Oman
saleh;Palestine
ishimwe;Rwanda
mugisha;Rwanda
kovacova;Slovakia
molnar;Slovakia
dieme;Senegal
senegal;Senegal
warsame;Somalia
deeb;Syria
othman;Syria
wang;Thailand
saidi;Tunisia
charles;Trinidad and Tobago
komba;Tanzania
moshi;Tanzania
antunez;Uruguay
britos;Uruguay
caballero;Uruguay
soria;Uruguay
harris;Saint Vincent
walker;Saint Vincent
salihu;Kosovo
mubanga;Zambia
adil;Afghanistan
alexandre;Angola
fink;Austria
fritz;Austria
grabner;Austria
rainer;Austria
abdullayeva;Azerbaijan
ahmadov;Azerbaijan
karimov;Azerbaijan
hill;Bulgaria
adams;Bermuda
webb;Bermuda
escobar;Bolivia
moreno;Belize
favre;Switzerland
franck;Ivory Coast
cuba;Cuba
blaha;Czech Republic
cech;Czech Republic
hruby;Czech Republic
mares;Czech Republic
vavra;Czech Republic
johnsen;Denmark
juhl;Denmark
benali;Algeria
hocine;Algeria
oussama;Algeria
karagiannis;Greece
blazevic;Croatia
mor;Israel
mokhtari;Iran
salimi;Iran
shams;Iran
einarsson;Iceland
jackson;Jersey
robinson;Jersey
daoud;Jordan
hijazi;Jordan
salah;Kuwait
salem;Kuwait
kim;Kazakhstan
elias;Lebanon
sarkis;Lebanon
bell;Liberia
dixon;Liberia
hernandez;Liberia
long;Liberia
love;Liberia
price;Liberia
reed;Liberia
russell;Liberia
turner;Liberia
ozols;Latvia
abela;Malta
christiansen;Norway
jones;Norway
kristoffersen;Norway
thorsen;Norway
fuentes;Panama
pimentel;Panama
rivas;Panama
deme;Senegal
me;Thailand
singh;Thailand
ali;Tunisia
kimaro;Tanzania
thomas;Tanzania
david;Uganda
kato;Uganda
peter;Uganda
farias;Uruguay
yuldashev;Uzbekistan
ashna;Afghanistan
fernandes;Afghanistan
hashimi;Afghanistan
hemat;Afghanistan
naseri;Afghanistan
noor;Afghanistan
friedl;Austria
hackl;Austria
hoffmann;Austria
maurer;Austria
winter;Austria
petrovic;Bosnia and Herzegovina
hill;Bermuda
morgan;Bermuda
wood;Bermuda
soliz;Bolivia
jimenez;Belize
ammann;Switzerland
da silva;Switzerland
hauser;Switzerland
hess;Switzerland
pinto;Switzerland
senn;Switzerland
walker;Switzerland
wuthrich;Switzerland
aka;Ivory Coast
bah;Ivory Coast
ramirez;Cuba
kopecky;Czech Republic
masek;Czech Republic
musil;Czech Republic
toman;Czech Republic
moussa;Algeria
ramadan;Algeria
saidi;Algeria
walid;Algeria
zakaria;Algeria
desta;Ethiopia
clark;Georgia
mitchell;Georgia
kim;Hong Kong
yung;Hong Kong
filipovic;Croatia
kovac;Croatia
markovic;Croatia
saric;Croatia
vidovic;Croatia
francois;Haiti
dahan;Israel
ansari;Iran
mahdi;Iran
abdullah;Jordan
haddadin;Jordan
alhajri;Kuwait
azzi;Lebanon
habib;Lebanon
kanaan;Lebanon
najjar;Lebanon
nasrallah;Lebanon
ramadan;Lebanon
taleb;Lebanon
cook;Liberia
gibson;Liberia
snyder;Liberia
el idrissi;Morocco
karim;Morocco
tahiri;Morocco
berthe;Mali
aquilina;Malta
ruud;Norway
hassan;Oman
hussain;Oman
murillo;Panama
tunon;Panama
odeh;Palestine
adil;Sudan
kos;Slovenia
kovacic;Slovenia
horvathova;Slovakia
ciss;Senegal
muse;Somalia
sh;Syria
bee;Thailand
bejaoui;Tunisia
rodriguez;Trinidad and Tobago
patrick;Tanzania
lubega;Uganda
matovu;Uganda
muhumuza;Uganda
miranda;Uruguay
king;Saint Vincent
ahmad;Kosovo
ngwenya;Zimbabwe
almeida;Afghanistan
dias;Afghanistan
lika;Albania
rama;Albania
correia;Angola
ali;Austria
jovanovic;Austria
mayrhofer;Austria
reisinger;Austria
seidl;Austria
hasanli;Azerbaijan
kerimov;Azerbaijan
imamovic;Bosnia and Herzegovina
compaore;Burkina Faso
mihaylov;Bulgaria
cabrera;Bolivia
mercado;Bolivia
ortiz;Bolivia
salinas;Bolivia
beck;Switzerland
jost;Switzerland
schwarz;Switzerland
moore;Cameroon
scott;Cameroon
cerna;Czech Republic
moravec;Czech Republic
pavlik;Czech Republic
soukup;Czech Republic
vitek;Czech Republic
brahim;Algeria
georgiadis;Greece
papas;Greece
bieber;Croatia
asghari;Iran
green;Jersey
lewis;Jersey
momani;Jordan
alsarraf;Kuwait
kumar;Kuwait
bazzi;Lebanon
hachem;Lebanon
mouawad;Lebanon
najem;Lebanon
gunasekara;Sri Lanka
fisher;Liberia
hughes;Liberia
kamal;Morocco
khalid;Morocco
trajkovski;Macedonia
boy;Myanmar [Burma]
aune;Norway
haugland;Norway
helland;Norway
jenssen;Norway
madsen;Norway
tejada;Panama
saad;Sudan
taha;Sudan
coly;Senegal
adan;Somalia
isse;Somalia
oueslati;Tunisia
tu;Taiwan
lucas;Tanzania
hoti;Kosovo
kabwe;Zambia
mhlanga;Zimbabwe
omari;Afghanistan
sahak;Afghanistan
marku;Albania
spahiu;Albania
soares;Angola
herzog;Austria
pfeiffer;Austria
posch;Austria
richter;Austria
santos;Burkina Faso
ebrahim;Bahrain
janahi;Bahrain
bennett;Bermuda
hughes;Bermuda
morris;Bermuda
saavedra;Bolivia
tapia;Bolivia
furrer;Switzerland
gasser;Switzerland
gomes;Switzerland
peter;Switzerland
williams;Switzerland
jackson;Cameroon
cruz;Cuba
valdes;Cuba
charvat;Czech Republic
konecny;Czech Republic
kozak;Czech Republic
zak;Czech Republic
hamdi;Algeria
ma;Algeria
messaoudi;Algeria
milano;Algeria
sami;Algeria
yacine;Algeria
abate;Ethiopia
kassa;Ethiopia
hill;Georgia
lee;Georgia
kante;Guinea
brown;Hong Kong
khan;Hong Kong
radic;Croatia
michel;Haiti
abedi;Iran
alipour;Iran
eskandari;Iran
fathi;Iran
hatami;Iran
iran;Iran
mahmoodi;Iran
nemati;Iran
noori;Iran
bjarnason;Iceland
mar;Iceland
aladwan;Jordan
alawneh;Jordan
bio;South Korea
im;South Korea
ji;South Korea
fayad;Lebanon
mohamed;Lebanon
salloum;Lebanon
nicole;Liberia
balodis;Latvia
sow;Mali
calleja;Malta
falzon;Malta
gatt;Malta
haug;Norway
stokke;Norway
samaniego;Panama
khalil;Palestine
alamin;Sudan
faisal;Sudan
kollar;Slovakia
abdalla;Somalia
khalil;Syria
lim;Thailand
jlassi;Tunisia
tan;Taiwan
rashid;Tanzania
robert;Tanzania
