name;country
stephen;Uganda
scott;Thailand
shabani;Tanzania
shannon;Saint Vincent
robert;Malta
andreja;Serbia
amela;Bosnia and Herzegovina
anastasiya;Belarus
andrew;Bosnia and Herzegovina
aishah;Malaysia
abdoulaye;Burkina Faso
abdu;Ethiopia
abeer;Palestine
abiy;Ethiopia
arsen;Armenia
arlind;Albania
armine;Armenia
astrit;Kosovo
asuka;Japan
alison;Cameroon
alexandra;El Salvador
alexia;Greece
alex;Latvia
allison;Costa Rica
antonios;Greece
anuta;Belarus
anne;Malaysia
anna;Cameroon
angela;Guatemala
angela;Macedonia
angelica;Panama
bane;Serbia
bah;Ivory Coast
ayaka;Japan
ayesha;United Arab Emirates
aynur;Azerbaijan
aurora;Luxembourg
aytac;Azerbaijan
atsuko;Japan
abdoul;Senegal
abeer;Jordan
aca;Serbia
amal;Kuwait
ana;Belize
ana;Malaysia
amir;Tunisia
ahmad;Mozambique
aida;Kazakhstan
april;Georgia
antonio;Cuba
angie;Guatemala
angie;Panama
anna;Cyprus
anna;Iran
anna;Somalia
ashley;Zimbabwe
ashot;Armenia
ashraf;Sudan
ariana;Costa Rica
arianna;Luxembourg
ali;Tanzania
cynthia;Lebanon
crystal;Liberia
daisy;Kenya
dana;Lebanon
buddhika;Sri Lanka
david;Haiti
cindy;Taiwan
claire;United Arab Emirates
bill;Bermuda
brenda;Honduras
bank;Thailand
barak;Israel
beatriz;Guatemala
joumana;Lebanon
justina;Lithuania
johanna;Costa Rica
john;Luxembourg
louis;Hong Kong
lina;Lithuania
linda;Malaysia
liron;Israel
livia;Slovakia
leslie;Liberia
karina;Guatemala
kate;Greece
khalid;Somalia
kevin;Zambia
king;Senegal
klevis;Albania
lamia;Algeria
malak;Saudi Arabia
maggie;Taiwan
maryam;Kuwait
mia;Malaysia
michael;Cape Verde
michel;Haiti
lovro;Croatia
lynn;Liberia
luke;Saint Vincent
margaret;Liberia
marija;Latvia
marina;Bosnia and Herzegovina
moo;Thailand
mosab;Sudan
mostafa;Qatar
mostafa;Syria
nada;Iraq
nader;Tunisia
mohammed;Somalia
milovan;Serbia
mirna;Croatia
miran;Slovenia
momar;Senegal
douglas;Uganda
eduard;Belarus
dominykas;Lithuania
eun;South Korea
evelyn;Uruguay
faruk;Bosnia and Herzegovina
emily;Vietnam
genesis;Honduras
gentian;Albania
gerardo;Panama
ghazi;Tunisia
effie;Greece
elena;Belize
eman;United Arab Emirates
elias;Tanzania
fisnik;Kosovo
flor;El Salvador
francis;Uganda
frank;Thailand
freddy;Bolivia
diarra;Ivory Coast
diep;Vietnam
dilan;Sri Lanka
derek;Hong Kong
omar;Sudan
raquel;Honduras
rasha;Syria
rami;Israel
nicolle;Honduras
nazri;Malaysia
ndiaga;Senegal
nancy;El Salvador
pamela;Bolivia
pamela;Lebanon
papi;Senegal
paul;Bahamas
paul;Ivory Coast
samuel;Ivory Coast
sandra;Liberia
sandra;Slovakia
salma;Bangladesh
slavomir;Slovakia
sharon;Cameroon
sharon;Hong Kong
steve;Bosnia and Herzegovina
susan;Bermuda
scott;Hong Kong
toshi;Japan
um;Bahrain
umid;Uzbekistan
vladimir;Bosnia and Herzegovina
wangui;Kenya
walaa;Saudi Arabia
waleed;Sudan
valerija;Kazakhstan
vasja;Belarus
lazaros;Greece
markos;Greece
gennadij;Belarus
vincent;Jersey
valeria;Nicaragua
victoria;Costa Rica
victoria;Jersey
victoria;Kenya
tatiana;Belarus
than;Myanmar [Burma]
todd;Saint Vincent
yusif;Azerbaijan
zlatko;Macedonia
jay;Thailand
jan;Croatia
james;Panama
james;Syria
jason;Trinidad and Tobago
jake;Jersey
igor;Latvia
ibrahim;Cyprus
gordon;Hong Kong
grace;South Korea
greg;Greece
gifty;Ghana
hassan;Bahrain
haya;Jordan
jesus;Cuba
jeton;Kosovo
jenny;South Korea
jeon;South Korea
jessica;Cape Verde
jessica;Vietnam
hana;Vietnam
haneen;Saudi Arabia
hani;Jordan
hadar;Israel
halldor;Iceland
haim;Israel
jack;Panama
jackie;Jersey
ivelina;Bulgaria
iveta;Slovakia
ingrid;El Salvador
iris;El Salvador
gorazd;Slovenia
jannat;Bangladesh
jane;Hong Kong
jane;Taiwan
imen;Algeria
hue;Vietnam
humberto;Panama
haitham;Jordan
han;South Korea
hamilton;Bermuda
hamisi;Tanzania
henry;South Korea
heidy;Honduras
jeff;South Korea
jerome;Luxembourg
jessica;Bolivia
jenny;Liberia
diễm;Vietnam
endrit;Kosovo
eri;Albania
erika;Honduras
dramane;Mali
edmilson;Angola
fara;Malaysia
florence;Kenya
george;Taiwan
georgia;Cyprus
galina;Bulgaria
emad;Sudan
eliecer;Panama
ei;Myanmar [Burma]
kristin;Liberia
kristinn;Iceland
lindsay;Liberia
louis;Haiti
lisa;Bahamas
lisa;Costa Rica
judith;Nicaragua
julia;Afghanistan
joyce;Malaysia
joyce;Taiwan
jonathan;South Korea
joseph;Bahamas
joel;Bolivia
joel;Congo
john;Malta
kim;Hong Kong
kelly;Malaysia
kanako;Japan
karen;Panama
karima;Morocco
kayla;Bulgaria
kayla;Liberia
alex;Bosnia and Herzegovina
alex;Cuba
alex;Cape Verde
alexander;Israel
ale;Bolivia
alice;Taiwan
alina;Latvia
amila;Bosnia and Herzegovina
andrea;Bulgaria
andres;Armenia
andy;Bosnia and Herzegovina
bachir;Senegal
aya;Saudi Arabia
axel;Ivory Coast
ababacar;Senegal
abir;Tunisia
abdullah-al;Oman
abdiqani;Somalia
asem;Kazakhstan
arlind;Kosovo
astrid;Honduras
aidil;Malaysia
aiko;Japan
adnan;Lebanon
adrian;Malta
aisha;Qatar
aiste;Lithuania
aivars;Latvia
ajdin;Bosnia and Herzegovina
alain;Congo
alan;Bolivia
alan;Jersey
albert;Kosovo
alberto;Bolivia
anime;Japan
anna;Bangladesh
antonio;Trinidad and Tobago
anya;Belarus
angela;Jersey
cecilia;El Salvador
chaima;Tunisia
catherine;Malaysia
carol;Guatemala
daouda;Guinea
daniela;Cuba
dan;Hong Kong
dan;Thailand
cristina;El Salvador
camila;Costa Rica
bassel;Syria
besnik;Albania
beth;Georgia
cisse;Guinea
bobur;Uzbekistan
molly;Bulgaria
milos;Bosnia and Herzegovina
mimi;Malaysia
mohamed;Uganda
milagros;Panama
moath;Jordan
mira;Algeria
miguel;Cuba
malaysia;Malaysia
martin;Bolivia
nadia;Bangladesh
mukhtar;Somalia
mubarak;Kuwait
mugume;Uganda
muhamed;Bosnia and Herzegovina
lourdes;Panama
luis-carlos;Panama
mario;Lebanon
margret;Iceland
mariam;Morocco
marcos;Bolivia
zilvinas;Lithuania
zainab;United Arab Emirates
yukiko;Japan
anatolij;Kazakhstan
yan;Myanmar [Burma]
yohana;Tanzania
viviana;Costa Rica
thuong;Vietnam
tilahun;Ethiopia
victoria;Moldova
vasileios;Greece
vilius;Lithuania
tanya;Bulgaria
taslima;Bangladesh
tamara;Nicaragua
osama;Kosovo
paula;Liberia
raphael;Tanzania
rida;Algeria
rashid;Tanzania
rasto;Slovakia
olja;Serbia
nurlan;Kazakhstan
omnia;Algeria
penny;Greece
nelly;Kenya
nancy;Costa Rica
nathalie;Lebanon
natalie;Hong Kong
neema;Tanzania
shameem;Bangladesh
shamima;Bangladesh
shan;Sri Lanka
sebastjan;Slovenia
samah;Saudi Arabia
samantha;Bulgaria
sami;Syria
samia;Bangladesh
robert;Zimbabwe
rokhaya;Senegal
rovshan;Azerbaijan
steven;Georgia
steven;Uganda
susan;Cameroon
stacey;Bermuda
simona;Lithuania
shani;Israel
sidiki;Guinea
shuxrat;Uzbekistan
shu;Japan
shimaa;Algeria
rosa;Luxembourg
rosa;Panama
rob;Georgia
salah;Tunisia
sally;Kenya
sara;Bahrain
sara;Belize
sarah;Slovakia
sarah;Thailand
samantha;Saint Vincent
simon;Zambia
saif;Oman
ryoko;Japan
sabina;Nepal
roy;Hong Kong
susan;Hong Kong
susana;Nicaragua
susana;El Salvador
stephanie;Hong Kong
steve;Zimbabwe
su;Vietnam
braulio;Angola
bouchra;Morocco
bjarni;Iceland
bo;Qatar
bi;Vietnam
dan;Bahamas
cynthia;Georgia
dada;Ghana
cecilia;Honduras
caterina;Luxembourg
catherine;Bermuda
dee;Ghana
christine;Bermuda
bruna;Afghanistan
bruno;Cape Verde
bassam;Syria
bechir;Tunisia
kathy;Costa Rica
katie;United Arab Emirates
kawser;Bangladesh
jyoti;Nepal
klara;Croatia
kristin;Iceland
krunoslav;Croatia
lisa;Luxembourg
lina;United Arab Emirates
linda;Cameroon
liz;Jersey
leila;Algeria
lena;Serbia
jon;Hong Kong
johnson;Tanzania
joseph;Bermuda
joshua;South Korea
joshua;Zambia
kieran;Bermuda
kimberly;Bulgaria
jessie;Taiwan
jennifer;Cameroon
jennifer;Japan
jason;Greece
jamshid;Uzbekistan
janet;Ghana
jake;South Korea
irena;Slovenia
isaac;Tanzania
jacob;Israel
ismail;Tanzania
itai;Israel
islam;Jordan
gilbert;Tanzania
hela;Tunisia
henry;Tanzania
ibrahima;Ivory Coast
ian;Jersey
imed;Tunisia
gudhrun;Iceland
hamza;Syria
hamzeh;Jordan
hannah;South Korea
harsha;Sri Lanka
emad;Libya
eleftheria;Greece
dina;Kazakhstan
dipu;Bangladesh
esraa;Jordan
esraa;Saudi Arabia
endrit;Albania
enea;Albania
gabriel;Cape Verde
geofrey;Tanzania
gema;Nicaragua
farhana;Malaysia
fatima;Sudan
fitim;Kosovo
angel;Cuba
angel;Greece
angelica;Costa Rica
antun;Croatia
alyssa;Jersey
alexandr;Kazakhstan
andrey;Kazakhstan
andy;Bolivia
anas;Libya
ahmed;Bosnia and Herzegovina
ahmed;Ivory Coast
aija;Latvia
alassane;Mali
alberto;Cuba
alain;Ivory Coast
alain;Cuba
alain;Luxembourg
abbass;Lebanon
abir;Lebanon
astou;Senegal
arnold;Uganda
ardian;Albania
neda;Serbia
negin;Iran
naing;Myanmar [Burma]
nancy;Jersey
natalia;Bolivia
ricardo;Haiti
rida;Morocco
ravshan;Uzbekistan
rebecca;Bulgaria
oybek;Uzbekistan
pat;Thailand
patrick;Republic of the Congo
patty;Guatemala
paul;Congo
rado;Slovakia
raquel;Panama
rasha;Lebanon
rahma;Algeria
nijat;Azerbaijan
olfa;Tunisia
pretty;Ghana
peter;Saint Vincent
marina;Luxembourg
maria;Somalia
maria;Trinidad and Tobago
mai;Saudi Arabia
maha;Jordan
maimouna;Senegal
manar;Saudi Arabia
mona;Kuwait
mirko;Luxembourg
mike;Bosnia and Herzegovina
luke;Jersey
lwanga;Uganda
martina;Slovenia
marwan;Jordan
maryland;Liberia
monta;Latvia
tamara;Jordan
tae;South Korea
yeo;Ivory Coast
yiga;Uganda
yolanda;Nicaragua
aleksandr;Moldova
alija;Kazakhstan
zhenja;Kazakhstan
olesja;Kazakhstan
timur;Belarus
yuri;Angola
zeinab;Iran
zeineb;Tunisia
viktorija;Lithuania
viktorija;Latvia
vicky;Hong Kong
victoria;Guatemala
wang;Taiwan
vivian;Kenya
vlad;Moldova
vladimir;Latvia
wendy;Hong Kong
thiam;Senegal
tim;Slovenia
tin;Croatia
teresa;Liberia
teresa;Nicaragua
thura;Myanmar [Burma]
toledo;Belize
tom;Bosnia and Herzegovina
tom;Taiwan
thein;Myanmar [Burma]
tiffany;Bulgaria
tiffany;Georgia
tihana;Croatia
tina;Greece
zoi;Greece
tariq;Jordan
tatiana;Panama
tamara;Slovakia
tania;El Salvador
serik;Kazakhstan
walter;Bolivia
wairimu;Kenya
wendy;Malaysia
vivian;Taiwan
travis;Georgia
ulvi;Azerbaijan
valerio;Luxembourg
victoria;United Arab Emirates
vanessa;Cameroon
vanessa;Guatemala
fode;Guinea
fernanda;Afghanistan
diego;Belize
denis;Moldova
dieu;Vietnam
dina;Saudi Arabia
elisha;Kenya
elizabeth;Zambia
edward;Zambia
eleni;Cyprus
emad;Kuwait
emanuel;Angola
eduardo;Cape Verde
faton;Kosovo
evelyn;Honduras
eva;Latvia
esther;Malaysia
eric;Thailand
ericka;Costa Rica
erin;Bermuda
gareth;Bermuda
gaby;Nicaragua
gaby;Panama
gaetano;Luxembourg
kenneth;Uganda
kim;Japan
kimberly;Honduras
kate;South Korea
kathy;El Salvador
karam;Syria
karen;United Arab Emirates
julia;Malaysia
kai;Taiwan
julie;Georgia
jonathan;Thailand
joanne;Bermuda
joao;Cape Verde
josephine;Ghana
john;Burkina Faso
lisa;Hong Kong
linda;Georgia
linda;Honduras
liz;Panama
lizeth;Honduras
leila;Iran
leon;Slovenia
stojan;Serbia
stanley;Taiwan
sue;Bermuda
stephanie;El Salvador
sungho;South Korea
shahad;Kuwait
seung;South Korea
shawn;Taiwan
shawn;Saint Vincent
sidibe;Mali
shir;Israel
rolando;Bolivia
roman;Slovenia
rihab;Tunisia
rita;Luxembourg
roger;Bolivia
saja;Jordan
sajith;Sri Lanka
roula;Lebanon
sarita;Nepal
sato;Japan
sanja;Macedonia
samar;United Arab Emirates
sameera;Sri Lanka
sami;Sudan
sophie;United Arab Emirates
simba;Zimbabwe
slaven;Croatia
bee;Thailand
benjamin;Uganda
berat;Kosovo
batool;Jordan
beata;Slovakia
carol;Honduras
chadi;Lebanon
bianka;Slovakia
brad;Bermuda
brandon;Bermuda
boss;Zimbabwe
bin;Tanzania
binay;Nepal
birhanu;Ethiopia
dan;Uganda
constantinos;Cyprus
carla;Lebanon
bu;Kuwait
carlos;Mozambique
daouda;Ivory Coast
delcio;Angola
demetris;Cyprus
chloe;Hong Kong
christine;Taiwan
harris;Greece
happy;Japan
hanan;Kuwait
hanan;Lebanon
haneen;Iraq
hadas;Israel
ivan;Luxembourg
irene;Costa Rica
irina;Bulgaria
isabel;Costa Rica
ismayil;Azerbaijan
issam;Tunisia
jenny;Bermuda
jahongir;Uzbekistan
james;Malta
jason;Bahamas
indrit;Albania
hussam;Jordan
gintaras;Lithuania
giulio;Luxembourg
gloria;Ghana
gora;Senegal
grace;Uganda
gloria;Nicaragua
guadalupe;El Salvador
hayley;Cameroon
hassan;Oman
murat;Kazakhstan
mustafe;Somalia
monica;Bolivia
moti;Israel
mouna;Morocco
mutale;Zambia
muzaffar;Uzbekistan
minho;South Korea
mohamed;Mozambique
mike;Luxembourg
milenko;Serbia
mina;United Arab Emirates
maria;Morocco
maria;Moldova
marcis;Latvia
maher;Lebanon
mara;Latvia
marc;Bermuda
man;Thailand
mavis;Ghana
martin;South Korea
mary;Zambia
matthew;Thailand
mei;Malaysia
mentor;Kosovo
lucy;Slovakia
lubo;Slovakia
lucas;Angola
ashley;Bahamas
aseel;Palestine
artemis;Greece
alex;Estonia
alisa;Belarus
aliya;Kazakhstan
aldin;Bosnia and Herzegovina
alhanouf;Saudi Arabia
alice;Bermuda
anna;Jersey
anna;Saint Vincent
angela;Bulgaria
angelica;Guatemala
anne;Cameroon
anwar;Ethiopia
bachir;Lebanon
ayu;Malaysia
augusto;Angola
aya;Syria
abo;Jordan
abshir;Somalia
abu;Sudan
abel;Panama
amani;Jordan
amel;Bosnia and Herzegovina
amin;Sudan
andre;Angola
al;Senegal
aini;Malaysia
polina;Bulgaria
petros;Cyprus
precious;Ghana
pierre;Luxembourg
patrick;Haiti
patrick;Lebanon
patrick;Thailand
paul;Belarus
patricia;Honduras
otim;Uganda
oscar;Tanzania
papis;Senegal
nahom;Ethiopia
nancy;Bulgaria
natasha;Zambia
rebecca;Georgia
reiko;Japan
ons;Tunisia
oliver;Bermuda
qamar;United Arab Emirates
rafael;Cape Verde
nina;Georgia
nina;Malaysia
nerijus;Lithuania
nick;Belarus
nikki;Jersey
nikoleta;Slovakia
nat;Thailand
natalie;Jersey
natasha;United Arab Emirates
najla;Saudi Arabia
petur;Iceland
philip;Bermuda
princess;Kenya
patricia;Cameroon
patricia;Georgia
patrick;Bermuda
patrick;South Korea
patrizia;Luxembourg
radu;Moldova
ragnar;Iceland
rana;Palestine
rania;Saudi Arabia
rasha;United Arab Emirates
rene;Panama
raymond;Tanzania
ricky;Taiwan
ricardo;Cape Verde
olga;Serbia
nour;Kuwait
noura;Kuwait
chris;Estonia
cherry;Hong Kong
bin;Oman
beatriz;Belize
beth;Jersey
benjamin;Zambia
carolyne;Kenya
cheick-oumar;Mali
chang;South Korea
charles;Saint Vincent
davit;Georgia
darko;Slovenia
courtney;Georgia
camila;El Salvador
brittany;Bulgaria
kanan;Azerbaijan
kate;Jersey
karen;Saint Vincent
karina;El Salvador
karl;Malta
kim;Uganda
king;Congo
kire;Macedonia
kenny;Taiwan
kelly;Greece
kelly;South Korea
ken;Georgia
kwon;South Korea
kyle;Georgia
klodian;Albania
lil;Japan
lily;Malaysia
linda;United Arab Emirates
junho;South Korea
juliet;Kenya
julio;Cuba
julissa;Honduras
johana;Honduras
jordan;Georgia
jorge;Belize
jona;Albania
jonathan;Bolivia
jose;Jersey
joseph;Israel
josephine;Kenya
victoria;Honduras
tamer;Jordan
tanaka;Zimbabwe
tiffany;Hong Kong
tiffany;Jersey
tiffany;Taiwan
tiffany;Saint Vincent
youngho;South Korea
youngmin;South Korea
yehuda;Israel
xavier;Panama
xiomara;El Salvador
vahe;Armenia
tornike;Georgia
sveta;Kazakhstan
william;South Korea
william;Panama
vivian;Malaysia
ghada;Tunisia
gabriel;Israel
elshan;Azerbaijan
elli;Greece
emanuela;Luxembourg
frank;Bermuda
fernando;Mozambique
deng;Sudan
diana;Ghana
emily;Guatemala
emma;Hong Kong
estefany;El Salvador
erin;Jersey
erin;Saint Vincent
duyen;Vietnam
drew;Saint Vincent
ebrahim;Bahrain
farah;Algeria
farah;Iraq
fabio;Somalia
srecko;Serbia
sonia;El Salvador
simon;Lebanon
shrouk;Algeria
sunny;Taiwan
susan;Guatemala
stavros;Cyprus
svetlana;Bulgaria
sultan;Oman
sultana;Bangladesh
sungmin;South Korea
sean;Bahamas
samantha;United Arab Emirates
sara;Israel
sarah;Luxembourg
sandra;Luxembourg
sangwon;South Korea
samira;Algeria
samson;Ethiopia
samuel;Congo
samuel;Haiti
samuel;Israel
roger;Panama
rolando;Cuba
rim;Lebanon
safa;Iraq
safaa;Morocco
saad;Lebanon
saki;Japan
ahmad;Sudan
adrian;Trinidad and Tobago
antonio;Belize
angel;Bolivia
angela;Taiwan
ann;Malaysia
andela;Serbia
arthur;Armenia
arkar;Myanmar [Burma]
ashraf;Palestine
ardit;Kosovo
alice;Japan
alice;Malaysia
alexandra;Costa Rica
aljosa;Slovenia
andrea;Georgia
amy;Costa Rica
amara;Guinea
amel;Tunisia
aydin;Azerbaijan
bach;Vietnam
abdulrahman;Qatar
abdihakim;Somalia
abidi;Tunisia
abdou-aziz;Senegal
abdulahi;Somalia
henry;Bolivia
heba;Palestine
jenny;Bulgaria
jeremy;Bermuda
jimin;South Korea
jelica;Serbia
harry;Jersey
hanen;Tunisia
hank;Taiwan
hannah;Hong Kong
issouf;Ivory Coast
irina;Latvia
isaac;Ivory Coast
isabel;Honduras
jaeho;South Korea
innocent;Zimbabwe
jasmine;Malaysia
jane;Bermuda
jane;South Korea
indika;Sri Lanka
iheb;Tunisia
luis;Cape Verde
lucia;Costa Rica
luka;Georgia
luca;Somalia
marija;Slovenia
maria;Afghanistan
mustafa;Qatar
nadiah;Malaysia
mouhamad;Lebanon
mouna;Tunisia
mukiibi;Uganda
mo;Somalia
mohammad;Israel
mile;Serbia
meriem;Tunisia
mihai;Moldova
michael;Trinidad and Tobago
maha;Kuwait
marah;Jordan
marce;El Salvador
mbacke;Senegal
max;Bermuda
marvin;Uganda
matheus;Cape Verde
masami;Japan
marta;Serbia
mary;Bolivia
mary;El Salvador
monica;Kenya
na;Algeria
na;Thailand
murad;Jordan
mustafa;Kosovo
luis;Jersey
lourdes;Nicaragua
lubica;Slovakia
mariam;Mali
marianna;Slovakia
maria;Bermuda
manuela;Luxembourg
manzi;Rwanda
malak;Algeria
malak;Jordan
man;Kenya
manal;Morocco
mahmoud;Oman
maggie;Hong Kong
maguette;Senegal
mike;Congo
moe;United Arab Emirates
mohammad;Sudan
mohannad;Jordan
momo;Ivory Coast
melaku;Ethiopia
michael;Ivory Coast
farrux;Uzbekistan
faten;Lebanon
fatima;Jordan
eva;Taiwan
evelyn;Costa Rica
fairuz;Malaysia
faisal;Jordan
faris;Bosnia and Herzegovina
filipe;Angola
fiona;Bermuda
gaia;Luxembourg
gent;Kosovo
ella;Ghana
doug;Saint Vincent
dorcas;Kenya
dhanushka;Sri Lanka
diane;Jersey
eng;Kenya
enis;Kosovo
eslam;Kosovo
eric;Bahamas
erika;Panama
joseph;Ivory Coast
joshua;Jersey
joe;Congo
jonathan;Malta
keith;Georgia
kholoud;Saudi Arabia
kim;Cameroon
khalil;Palestine
kevin;Slovakia
kenia;Honduras
kenia;El Salvador
lesly;Guatemala
lawrence;Uganda
larissa;Cape Verde
lasma;Latvia
lee;Georgia
leen;Syria
karolina;Lithuania
kedir;Ethiopia
katy;Honduras
julien;Luxembourg
julia;Jersey
jure;Croatia
justin;Bahamas
justin;Zambia
labinot;Kosovo
konul;Azerbaijan
lidija;Croatia
liz;Cameroon
omar;Bolivia
oleg;Latvia
nour;Palestine
nu;Thailand
peterson;Haiti
petrit;Kosovo
nikki;Georgia
nelson;Bolivia
nicholas;Trinidad and Tobago
nisa;Malaysia
nawal;Saudi Arabia
nargiz;Azerbaijan
natali;Belarus
ravi;Sri Lanka
rawan;United Arab Emirates
ray;Jersey
rebecca;Hong Kong
rebecca;Jersey
rehab;Saudi Arabia
pattaya;Thailand
pasindu;Sri Lanka
oumayma;Tunisia
rajitha;Sri Lanka
rand;Jordan
calvin;Tanzania
bunga;Malaysia
carmen;Bolivia
brittany;Saint Vincent
carla;Luxembourg
besmir;Albania
bekim;Kosovo
chrysa;Greece
christian;Rwanda
christina;Georgia
christine;Hong Kong
cherif;Guinea
biniam;Ethiopia
birungi;Uganda
branislava;Serbia
bozidar;Serbia
bjorn;Iceland
corey;Saint Vincent
dana;Saudi Arabia
dana;Slovakia
charles;Congo
charlie;Jersey
cate;Kenya
chan;Myanmar [Burma]
daria;Belarus
danny;Jersey
danny;South Korea
dejana;Serbia
dasa;Slovakia
dauren;Kazakhstan
wendy;Nicaragua
tina;Georgia
tiziana;Luxembourg
thierry;Congo
syrine;Tunisia
tarek;Kuwait
taiwan;Taiwan
tamar;Georgia
valdis;Latvia
valeria;El Salvador
vesna;Macedonia
victoria;Greece
zahra;Algeria
zdravko;Croatia
ziad;Syria
yuri;South Korea
yury;Belarus
zach;Saint Vincent
aleksandr;Uzbekistan
vasilij;Kazakhstan
zhanna;Belarus
sergej;Latvia
maks;Kazakhstan
masha;Kazakhstan
yong;South Korea
um;Iraq
idrissa;Mali
hong;South Korea
indre;Lithuania
hussam;Syria
hamse;Somalia
hamis;Tanzania
hager;Algeria
hajer;Tunisia
haji;Tanzania
gytis;Lithuania
hazem;Syria
ji-young;South Korea
jihed;Tunisia
jennifer;Vietnam
jenny;Costa Rica
jeong;South Korea
jerry;Jersey
jamie;Georgia
jamie;Saint Vincent
innocent;Rwanda
islam;Palestine
izumi;Japan
green;Japan
greg;Georgia
gordana;Croatia
saimir;Albania
stephen;South Korea
steve;Zambia
super;Thailand
silvia;Bulgaria
shwe;Myanmar [Burma]
shoko;Japan
shannon;Jersey
roberta;Somalia
rina;Japan
seoul;South Korea
serigne-saliou;Senegal
sam;Tanzania
abdullah;Palestine
abdulrahman;Syria
abdikani;Somalia
abdulaziz;Qatar
armands;Latvia
arthur;Taiwan
asma;Libya
arina;Belarus
aisha;Kenya
akane;Japan
akila;Sri Lanka
anita;Latvia
angeliki;Greece
angelo;Somalia
anthony;Malta
anthony;Uganda
annie;Taiwan
aliou;Mali
alfred;Tanzania
allison;Jersey
alex;Burkina Faso
alex;Bahamas
alex;Malta
aldo;Albania
ami;Israel
amani;Lebanon
ana;Moldova
ana;United Arab Emirates
andres;Estonia
amjad;Syria
andy;Cuba
andy;Georgia
aisha;Libya
al;Jersey
ahmed;Uganda
ahmed-mohamed;Somalia
ahmed;Luxembourg
abdul;Qatar
abdullah;Sudan
abo;Sudan
abubaker;Sudan
adel;Libya
adama;Burkina Faso
asmita;Nepal
aliou;Guinea
alex;Ivory Coast
alexa;Costa Rica
alexandar;Serbia
anita;Serbia
anna;Thailand
angela;Saint Vincent
bakari;Tanzania
daniela;Macedonia
dario;Bosnia and Herzegovina
david;Iceland
davron;Uzbekistan
dawn;Bulgaria
debbie;Bermuda
cindy;Hong Kong
cinzia;Luxembourg
claire;Hong Kong
bryan;Uganda
carmen;Costa Rica
camila;Afghanistan
camilla;Luxembourg
bar;Israel
ben;Zimbabwe
chanda;Zambia
chayma;Tunisia
bledar;Albania
blue;Saudi Arabia
bobby;Jersey
borko;Serbia
dania;Jordan
daniel;Trinidad and Tobago
lindsey;Bulgaria
linn;Myanmar [Burma]
liz;Bulgaria
lil;Kenya
lisa;Vietnam
louis;Taiwan
leticia;Nicaragua
lauris;Latvia
lazaro;Cuba
johnny;Jersey
jonida;Albania
ken;Saint Vincent
kenan;Azerbaijan
kim;Algeria
kestutis;Lithuania
kevin;Cuba
kevin;Uganda
kira;Belarus
kudzai;Zimbabwe
korea;South Korea
karin;Slovakia
karen;Bolivia
jovan;Macedonia
jungmin;South Korea
merna;Algeria
melina;Greece
michelle;Japan
mhd;Syria
michiko;Japan
ma;Bangladesh
massiel;Nicaragua
marwa;United Arab Emirates
mary;Luxembourg
mbabazi;Uganda
matt;Bosnia and Herzegovina
myra;Malaysia
nadia;Tunisia
musa;Sudan
musa;Tanzania
mireille;Lebanon
mirela;Croatia
mirko;Croatia
mike;Uganda
moe;Sudan
maria;Cuba
mariela;Guatemala
mame-diarra;Senegal
mali;Serbia
maggie;Bulgaria
maha;Iraq
erlan;Kazakhstan
ermir;Albania
gabriel;Tanzania
ghadeer;Saudi Arabia
george;Zimbabwe
farah;Saudi Arabia
eunice;Ghana
fati;Algeria
fahmida;Bangladesh
fred;Uganda
fredy;Tanzania
flavio;Angola
frank;Georgia
djibril;Guinea
diarrassouba;Ivory Coast
elvir;Bosnia and Herzegovina
ema;Croatia
emad;Syria
eldin;Bosnia and Herzegovina
elisabetta;Luxembourg
domas;Lithuania
don;Zambia
raquel;Guatemala
nha;Vietnam
nikki;Bulgaria
nicos;Cyprus
phung;Vietnam
ploy;Thailand
pete;Jersey
paula;Angola
paula;Guatemala
pedro;Bolivia
pascal;Tanzania
patricia;Jersey
nancy;Ghana
natalie;Cameroon
nazrin;Malaysia
naim;Kosovo
rick;Jersey
rene;Slovakia
rashid;Oman
rayan;Sudan
red;Thailand
sangita;Nepal
sanou;Burkina Faso
samia;Algeria
sarvar;Uzbekistan
sarah;Bosnia and Herzegovina
sarah;Ivory Coast
sarah;Zambia
salah;Kuwait
souad;Algeria
silvia;Bolivia
sofia;Morocco
safae;Morocco
stephanie;United Arab Emirates
sweet;Ghana
stano;Slovakia
sebastien;Luxembourg
shams;Afghanistan
sh;South Korea
shyaka;Rwanda
shawn;South Korea
rita;Ghana
rin;Japan
ug;Uganda
tracy;Jersey
vaidas;Lithuania
vitaly;Belarus
valera;Belarus
vanessa;Hong Kong
vanessa;Malaysia
vardan;Armenia
vasile;Moldova
victor;Belarus
victor;Cuba
terry;Taiwan
terry;Saint Vincent
wejdan;Saudi Arabia
william;Angola
wael;Jordan
takako;Japan
syria;Syria
tatjana;Latvia
tamara;Costa Rica
tania;Greece
yasmin;Malaysia
yaya;Ivory Coast
yara;Jordan
yosra;Tunisia
yousra;Morocco
yulia;Belarus
zarina;Kazakhstan
zia;Bangladesh
zoran;Slovenia
gloria;Panama
gisli;Iceland
hashan;Sri Lanka
hasitha;Sri Lanka
holly;Bermuda
helen;Vietnam
hiba;Jordan
hussain;Oman
hussein;Jordan
hyunjung;South Korea
inbal;Israel
